P_prefix,amount,day,payee,payer,step
66,66,1,H3,H2,1
140,74,1,H13,H12,2
357,217,1,H23,H22,3
480,123,1,H33,H32,4
536,56,1,H43,H42,5
635,99,1,H53,H52,6
834,199,1,H63,H62,7
1030,196,1,H73,H72,8
1100,70,1,H83,H82,9
1167,67,1,H93,H92,10
40,40,2,H2,H1,1
170,130,2,H12,H11,2
251,81,2,H22,H21,3
307,56,2,H32,H31,4
446,139,2,H42,H41,5
489,43,2,H52,H51,6
672,183,2,H62,H61,7
809,137,2,H72,H71,8
922,113,2,H82,H81,9
981,59,2,H92,H91,10
80,80,3,H11,H10,1
167,87,3,H21,H20,2
215,48,3,H31,H30,3
284,69,3,H41,H40,4
354,70,3,H51,H50,5
418,64,3,H61,H60,6
547,129,3,H71,H70,7
619,72,3,H81,H80,8
853,234,3,H91,H90,9
907,54,3,H1,H100,10
169,169,4,H10,H9,1
215,46,4,H20,H19,2
373,158,4,H30,H29,3
441,68,4,H40,H39,4
518,77,4,H50,H49,5
589,71,4,H60,H59,6
679,90,4,H70,H69,7
775,96,4,H80,H79,8
901,126,4,H90,H89,9
1027,126,4,H100,H99,10
97,97,5,H9,H8,1
216,119,5,H19,H18,2
273,57,5,H29,H28,3
335,62,5,H39,H38,4
421,86,5,H49,H48,5
471,50,5,H59,H58,6
634,163,5,H69,H68,7
708,74,5,H79,H78,8
805,97,5,H89,H88,9
867,62,5,H99,H98,10
134,134,6,H8,H7,1
227,93,6,H18,H17,2
258,31,6,H28,H27,3
368,110,6,H38,H37,4
467,99,6,H48,H47,5
591,124,6,H58,H57,6
693,102,6,H68,H67,7
726,33,6,H78,H77,8
811,85,6,H88,H87,9
928,117,6,H98,H97,10
80,80,7,H7,H6,1
154,74,7,H17,H16,2
261,107,7,H27,H26,3
471,210,7,H37,H36,4
574,103,7,H47,H46,5
736,162,7,H57,H56,6
852,116,7,H67,H66,7
945,93,7,H77,H76,8
1049,104,7,H87,H86,9
1119,70,7,H97,H96,10
92,92,8,H6,H5,1
243,151,8,H16,H15,2
313,70,8,H26,H25,3
359,46,8,H36,H35,4
578,219,8,H46,H45,5
681,103,8,H56,H55,6
763,82,8,H66,H65,7
850,87,8,H76,H75,8
997,147,8,H86,H85,9
1113,116,8,H96,H95,10
104,104,9,H5,H4,1
164,60,9,H15,H14,2
320,156,9,H25,H24,3
421,101,9,H35,H34,4
470,49,9,H45,H44,5
530,60,9,H55,H54,6
603,73,9,H65,H64,7
760,157,9,H75,H74,8
821,61,9,H85,H84,9
899,78,9,H95,H94,10
67,67,10,H4,H3,1
140,73,10,H14,H13,2
198,58,10,H24,H23,3
256,58,10,H34,H33,4
309,53,10,H44,H43,5
477,168,10,H54,H53,6
616,139,10,H64,H63,7
700,84,10,H74,H73,8
861,161,10,H84,H83,9
940,79,10,H94,H93,10
