P_prefix,amount,day,payee,payer,step
77,77,1,H3,H2,1
238,161,1,H13,H12,2
353,115,1,H23,H22,3
569,216,1,H33,H32,4
687,118,1,H43,H42,5
791,104,1,H53,H52,6
824,33,1,H63,H62,7
953,129,1,H73,H72,8
995,42,1,H83,H82,9
1128,133,1,H93,H92,10
1153,25,1,big_mid,H2,11
1178,25,1,big_long,H12,12
1203,25,1,big_short,H22,13
1228,25,1,big_mid,H32,14
1253,25,1,big_long,H42,15
1278,25,1,big_short,H52,16
1303,25,1,big_mid,H62,17
1328,25,1,big_long,H72,18
1353,25,1,big_short,H82,19
1378,25,1,big_mid,H92,20
117,117,2,H2,H1,1
274,157,2,H12,H11,2
430,156,2,H22,H21,3
479,49,2,H32,H31,4
566,87,2,H42,H41,5
588,22,2,H52,H51,6
654,66,2,H62,H61,7
790,136,2,H72,H71,8
807,17,2,H82,H81,9
919,112,2,H92,H91,10
944,25,2,big_short,H1,11
969,25,2,big_mid,H11,12
994,25,2,big_long,H21,13
1019,25,2,big_short,H31,14
1044,25,2,big_mid,H41,15
1069,25,2,big_long,H51,16
1094,25,2,big_short,H61,17
1119,25,2,big_mid,H71,18
1144,25,2,big_long,H81,19
1169,25,2,big_short,H91,20
81,81,3,H11,H10,1
137,56,3,H21,H20,2
336,199,3,H31,H30,3
486,150,3,H41,H40,4
652,166,3,H51,H50,5
900,248,3,H61,H60,6
920,20,3,H71,H70,7
1042,122,3,H81,H80,8
1129,87,3,H91,H90,9
1182,53,3,H1,H100,10
1207,25,3,big_short,H10,11
1232,25,3,big_mid,H20,12
1257,25,3,big_long,H30,13
1282,25,3,big_short,H40,14
1307,25,3,big_mid,H50,15
1332,25,3,big_long,H60,16
1357,25,3,big_short,H70,17
1382,25,3,big_mid,H80,18
1407,25,3,big_long,H90,19
1432,25,3,big_short,H100,20
71,71,4,H10,H9,1
153,82,4,H20,H19,2
259,106,4,H30,H29,3
406,147,4,H40,H39,4
459,53,4,H50,H49,5
495,36,4,H60,H59,6
539,44,4,H70,H69,7
643,104,4,H80,H79,8
922,279,4,H90,H89,9
1200,278,4,H100,H99,10
1225,25,4,big_long,H9,11
1250,25,4,big_short,H19,12
1275,25,4,big_mid,H29,13
1300,25,4,big_long,H39,14
1325,25,4,big_short,H49,15
1350,25,4,big_mid,H59,16
1375,25,4,big_long,H69,17
1400,25,4,big_short,H79,18
1425,25,4,big_mid,H89,19
1450,25,4,big_long,H99,20
210,210,5,H9,H8,1
309,99,5,H19,H18,2
543,234,5,H29,H28,3
958,415,5,H39,H38,4
1039,81,5,H49,H48,5
1114,75,5,H59,H58,6
1145,31,5,H69,H68,7
1430,285,5,H79,H78,8
1594,164,5,H89,H88,9
1655,61,5,H99,H98,10
1680,25,5,big_mid,H8,11
1705,25,5,big_long,H18,12
1730,25,5,big_short,H28,13
1755,25,5,big_mid,H38,14
1780,25,5,big_long,H48,15
1805,25,5,big_short,H58,16
1830,25,5,big_mid,H68,17
1855,25,5,big_long,H78,18
1880,25,5,big_short,H88,19
1905,25,5,big_mid,H98,20
102,102,6,H8,H7,1
426,324,6,H18,H17,2
480,54,6,H28,H27,3
574,94,6,H38,H37,4
614,40,6,H48,H47,5
784,170,6,H58,H57,6
931,147,6,H68,H67,7
1050,119,6,H78,H77,8
1154,104,6,H88,H87,9
1229,75,6,H98,H97,10
1254,25,6,big_short,H7,11
1279,25,6,big_mid,H17,12
1304,25,6,big_long,H27,13
1329,25,6,big_short,H37,14
1354,25,6,big_mid,H47,15
1379,25,6,big_long,H57,16
1404,25,6,big_short,H67,17
1429,25,6,big_mid,H77,18
1454,25,6,big_long,H87,19
1479,25,6,big_short,H97,20
163,163,7,H7,H6,1
173,10,7,H17,H16,2
334,161,7,H27,H26,3
396,62,7,H37,H36,4
604,208,7,H47,H46,5
645,41,7,H57,H56,6
752,107,7,H67,H66,7
908,156,7,H77,H76,8
936,28,7,H87,H86,9
1127,191,7,H97,H96,10
1152,25,7,big_long,H6,11
1177,25,7,big_short,H16,12
1202,25,7,big_mid,H26,13
1227,25,7,big_long,H36,14
1252,25,7,big_short,H46,15
1277,25,7,big_mid,H56,16
1302,25,7,big_long,H66,17
1327,25,7,big_short,H76,18
1352,25,7,big_mid,H86,19
1377,25,7,big_long,H96,20
47,47,8,H6,H5,1
70,23,8,H16,H15,2
257,187,8,H26,H25,3
372,115,8,H36,H35,4
515,143,8,H46,H45,5
626,111,8,H56,H55,6
680,54,8,H66,H65,7
834,154,8,H76,H75,8
967,133,8,H86,H85,9
1006,39,8,H96,H95,10
1031,25,8,big_mid,H5,11
1056,25,8,big_long,H15,12
1081,25,8,big_short,H25,13
1106,25,8,big_mid,H35,14
1131,25,8,big_long,H45,15
1156,25,8,big_short,H55,16
1181,25,8,big_mid,H65,17
1206,25,8,big_long,H75,18
1231,25,8,big_short,H85,19
1256,25,8,big_mid,H95,20
95,95,9,H5,H4,1
191,96,9,H15,H14,2
283,92,9,H25,H24,3
422,139,9,H35,H34,4
532,110,9,H45,H44,5
661,129,9,H55,H54,6
782,121,9,H65,H64,7
866,84,9,H75,H74,8
