P_prefix,amount,day,payee,payer,step
148,148,1,H3,H2,1
174,26,1,H13,H12,2
178,4,1,H33,H32,3
183,5,1,H43,H42,4
298,115,1,H53,H52,5
320,22,1,H73,H72,6
355,35,1,H83,H82,7
414,59,1,H93,H92,8
8,8,2,dealer_short,H5,1
105,97,2,H16,H15,2
185,80,2,H26,H25,3
190,5,2,H46,H45,4
214,24,2,H66,H65,5
375,161,2,H76,H75,6
442,67,2,H86,H85,7
844,402,2,H96,H95,8
67,67,3,H9,H8,1
193,126,3,H19,H18,2
342,149,3,H29,H28,3
410,68,3,H39,H38,4
441,31,3,H49,H48,5
482,41,3,H59,H58,6
529,47,3,H69,H68,7
663,134,3,H79,H78,8
819,156,3,H89,H88,9
985,166,3,H99,H98,10
90,90,4,H2,H1,1
265,175,4,H12,H11,2
316,51,4,H22,H21,3
406,90,4,H32,H31,4
1163,757,4,H52,H51,5
1180,17,4,H62,H61,6
1185,5,4,H72,H71,7
1226,41,4,H82,H81,8
1229,3,4,H92,H91,9
167,167,5,H5,H4,1
172,5,5,H15,H14,2
274,102,5,H25,H24,3
281,7,5,H35,H34,4
304,23,5,H45,H44,5
356,52,5,H53,H54,6
537,181,5,H65,H64,7
542,5,5,H75,H74,8
546,4,5,H85,H84,9
557,11,5,H56,H94,10
39,39,6,H8,H7,1
125,86,6,H48,H47,2
134,9,6,H58,H57,3
189,55,6,H68,H67,4
243,54,6,H78,H77,5
277,34,6,H88,H87,6
431,154,6,H98,H97,7
406,406,7,H11,H10,1
409,3,7,H21,H20,2
561,152,7,H31,H30,3
602,41,7,H41,H40,4
632,30,7,H61,H60,5
761,129,7,H71,H70,6
778,17,7,H81,H80,7
943,165,7,H91,H90,8
944,1,7,H1,H100,9
2,2,8,H4,H3,1
124,122,8,H14,H13,2
133,9,8,H34,H33,3
403,270,8,H44,H43,4
407,4,8,H54,H53,5
409,2,8,H64,H63,6
701,292,8,H74,H73,7
783,82,8,H84,H83,8
915,132,8,H94,H93,9
49,49,9,H17,H16,1
97,48,9,H27,H26,2
118,21,9,H37,H36,3
218,100,9,H57,H56,4
234,16,9,H67,H66,5
266,32,9,H77,H76,6
305,39,9,H97,H96,7
179,179,10,H52,H9,1
197,18,10,H20,H19,2
233,36,10,H30,H29,3
251,18,10,H40,H39,4
273,22,10,H76,H49,5
292,19,10,H60,H59,6
420,128,10,H80,H79,7
519,99,10,H90,H89,8
625,106,10,H100,H99,9
