P_prefix,amount,day,payee,payer,step
43,43,1,H2,H1,1
123,123,1,H3,H2,2
284,284,1,H4,H3,3
284,189,1,H5,H4,4
284,148,1,H6,H5,5
284,76,1,H7,H6,6
284,39,1,H8,H7,7
325,80,1,H9,H8,8
364,119,1,H10,H9,9
364,87,1,H11,H10,10
410,133,1,H12,H11,11
485,208,1,H13,H12,12
485,93,1,H14,H13,13
485,15,1,H15,H14,14
544,74,1,H16,H15,15
544,27,1,H17,H16,16
544,15,1,H18,H17,17
691,162,1,H19,H18,18
691,75,1,H20,H19,19
892,276,1,H21,H20,20
892,183,1,H22,H21,21
892,111,1,H23,H22,22
892,34,1,H24,H23,23
947,89,1,H25,H24,24
958,100,1,H26,H25,25
958,91,1,H27,H26,26
1065,198,1,H28,H27,27
1065,123,1,H29,H28,28
1123,181,1,H30,H29,29
1123,94,1,H31,H30,30
1123,52,1,H32,H31,31
1176,105,1,H33,H32,32
1392,321,1,H34,H33,33
1392,70,1,H35,H34,34
1392,66,1,H36,H35,35
1392,58,1,H37,H36,36
1529,195,1,H38,H37,37
1529,162,1,H39,H38,38
1529,72,1,H40,H39,39
1551,94,1,H41,H40,40
1551,72,1,H42,H41,41
1551,56,1,H43,H42,42
1581,86,1,H44,H43,43
1656,161,1,H45,H44,44
1815,320,1,H46,H45,45
1815,72,1,H47,H46,46
1847,104,1,H48,H47,47
1847,95,1,H49,H48,48
1847,36,1,H50,H49,49
1853,42,1,H51,H50,50
