P_prefix,amount,day,payee,payer,step
10,10,1,H8,H7,1
27,17,1,H23,H22,2
35,8,1,H28,H27,3
134,99,1,H33,H32,4
154,20,1,H38,H37,5
192,38,1,H58,H57,6
316,124,1,H63,H62,7
317,1,1,H68,H67,8
320,3,1,H78,H77,9
508,188,1,H83,H82,10
576,68,1,H88,H87,11
37,37,3,H6,H5,1
38,1,3,H11,H10,2
44,6,3,H21,H20,3
103,59,3,H36,H35,4
135,32,3,H41,H40,5
152,17,3,H46,H45,6
336,184,3,H51,H50,7
416,80,3,H61,H60,8
532,116,3,H71,H70,9
542,10,3,H81,H80,10
575,33,3,H86,H85,11
667,92,3,H91,H90,12
671,4,3,H1,H100,13
2,2,5,H4,H3,1
7,5,5,H9,H8,2
66,59,5,H14,H13,3
89,23,5,H19,H18,4
103,14,5,H24,H23,5
481,378,5,H44,H43,6
482,1,5,H54,H53,7
512,30,5,H59,H58,8
525,13,5,H64,H63,9
784,259,5,H94,H93,10
95,95,7,H2,H1,1
97,2,7,H7,H6,2
177,80,7,H12,H11,3
298,121,7,H32,H31,4
326,28,7,H47,H46,5
327,1,7,H52,H51,6
344,17,7,H57,H56,7
500,156,7,H72,H71,8
501,1,7,H82,H81,9
562,61,7,H87,H86,10
563,1,7,H92,H91,11
7,7,9,H5,H4,1
11,4,9,H15,H14,2
16,5,9,H35,H34,3
122,106,9,H45,H44,4
264,142,9,H60,H59,5
265,1,9,H65,H64,6
269,4,9,H70,H69,7
270,1,9,H75,H74,8
271,1,9,H80,H79,9
