P_prefix,amount,day,payee,payer,step
9,9,1,H3,H2,1
34,25,1,H5,H4,2
37,28,1,H6,H5,3
112,75,1,H8,H7,4
112,59,1,H9,H8,5
112,27,1,H10,H9,6
124,39,1,H11,H10,7
189,65,1,H13,H12,8
256,67,1,H17,H16,9
268,12,1,H19,H18,10
360,92,1,H24,H23,11
360,37,1,H25,H24,12
443,83,1,H27,H26,13
443,63,1,H28,H27,14
521,78,1,H32,H31,15
521,73,1,H33,H32,16
521,32,1,H34,H33,17
596,75,1,H36,H35,18
655,59,1,H39,H38,19
691,36,1,H42,H41,20
755,64,1,H44,H43,21
755,31,1,H45,H44,22
812,57,1,H47,H46,23
815,60,1,H48,H47,24
815,49,1,H49,H48,25
816,50,1,H50,H49,26
878,62,1,H52,H51,27
924,46,1,H54,H53,28
1018,94,1,H56,H55,29
1018,87,1,H57,H56,30
1105,87,1,H59,H58,31
1105,16,1,H60,H59,32
1165,60,1,H63,H62,33
1165,18,1,H64,H63,34
1254,89,1,H68,H67,35
1329,75,1,H70,H69,36
1423,94,1,H73,H72,37
1423,67,1,H74,H73,38
1454,31,1,H76,H75,39
1470,16,1,H78,H77,40
1495,25,1,H81,H80,41
1562,67,1,H85,H84,42
1562,51,1,H86,H85,43
1663,101,1,H88,H87,44
1715,52,1,H90,H89,45
1733,70,1,H91,H90,46
1751,88,1,H92,H91,47
1751,47,1,H93,H92,48
1788,37,1,H95,H94,49
1846,58,1,H97,H96,50
1857,69,1,H98,H97,51
1857,58,1,H99,H98,52
1857,45,1,H100,H99,53
1869,57,1,H1,H100,54
