P_prefix,amount,day,payee,payer,step
8,8,1,H13,H12,1
11,11,2,H22,H21,1
27,16,2,H32,H31,2
33,6,2,H52,H51,3
7,7,3,H31,H30,1
11,4,3,H51,H50,2
25,14,3,H81,H80,3
45,20,3,H91,H90,4
4,4,4,H30,H29,1
5,1,4,H70,H69,2
14,14,5,H9,H8,1
20,6,5,H39,H38,2
31,11,5,H59,H58,3
10,10,6,H38,H37,1
17,17,7,H7,H6,1
37,20,7,H77,H76,2
62,25,7,H87,H86,3
25,25,8,H6,H5,1
28,3,8,H16,H15,2
43,15,8,H26,H25,3
13,13,9,H35,H34,1
31,18,9,H45,H44,2
55,24,9,H75,H74,3
28,28,10,H4,H3,1
42,14,10,H14,H13,2
47,5,10,H24,H23,3
78,31,10,H34,H33,4
79,1,10,H54,H53,5
99,20,10,H84,H83,6
