P_prefix,amount,day,payee,payer,step
151,151,1,H3,H2,1
261,110,1,H13,H12,2
308,47,1,H23,H22,3
400,92,1,H33,H32,4
501,101,1,H43,H42,5
606,105,1,H53,H52,6
724,118,1,H63,H62,7
832,108,1,H73,H72,8
898,66,1,H83,H82,9
1001,103,1,H93,H92,10
1026,25,1,big_mid,H2,11
1051,25,1,big_long,H12,12
1076,25,1,big_short,H22,13
1101,25,1,big_mid,H32,14
1126,25,1,big_long,H42,15
1151,25,1,big_short,H52,16
1176,25,1,big_mid,H62,17
1201,25,1,big_long,H72,18
1226,25,1,big_short,H82,19
1251,25,1,big_mid,H92,20
201,201,2,H6,H5,1
388,187,2,H16,H15,2
494,106,2,H26,H25,3
600,106,2,H36,H35,4
706,106,2,H46,H45,5
898,192,2,H56,H55,6
1074,176,2,H66,H65,7
1253,179,2,H76,H75,8
1311,58,2,H86,H85,9
1423,112,2,H96,H95,10
1448,25,2,big_mid,H5,11
1473,25,2,big_long,H15,12
1498,25,2,big_short,H25,13
1523,25,2,big_mid,H35,14
1548,25,2,big_long,H45,15
1573,25,2,big_short,H55,16
1598,25,2,big_mid,H65,17
1623,25,2,big_long,H75,18
1648,25,2,big_short,H85,19
1673,25,2,big_mid,H95,20
215,215,3,H9,H8,1
303,88,3,H19,H18,2
367,64,3,H29,H28,3
529,162,3,H39,H38,4
614,85,3,H49,H48,5
737,123,3,H59,H58,6
974,237,3,H69,H68,7
1062,88,3,H79,H78,8
1144,82,3,H89,H88,9
1320,176,3,H99,H98,10
1345,25,3,big_mid,H8,11
1370,25,3,big_long,H18,12
1395,25,3,big_short,H28,13
1420,25,3,big_mid,H38,14
1445,25,3,big_long,H48,15
1470,25,3,big_short,H58,16
