P_prefix,amount,day,payee,payer,step
36,36,1,H33,H32,1
40,4,1,H43,H42,2
66,26,1,H53,H52,3
8,8,2,H22,H21,1
19,11,2,H32,H31,2
74,55,2,H42,H41,3
91,17,2,H52,H51,4
96,5,2,H62,H61,5
142,46,2,H72,H71,6
167,25,2,H82,H81,7
9,9,3,H11,H10,1
170,161,3,H21,H20,2
184,14,3,H29,H40,3
185,1,3,H51,H50,4
217,32,3,H61,H60,5
218,1,3,H71,H70,6
268,50,3,H81,H80,7
313,45,3,dealer_short,H100,8
127,127,4,H10,H9,1
184,57,4,dealer_short,H29,2
192,8,4,H40,H39,3
323,131,4,H50,H49,4
542,219,4,H70,H69,5
633,91,4,H80,H79,6
672,39,4,H90,H89,7
85,85,5,H29,H8,1
117,32,5,H39,H38,2
126,9,5,dealer_short,H58,3
360,234,5,dealer_short,H68,4
386,26,5,H89,H88,5
447,61,5,dealer_short,H98,6
47,47,6,H79,H7,1
49,2,6,dealer_short,H17,2
68,19,6,dealer_short,H27,3
72,4,6,H38,H37,4
73,1,6,H58,H57,5
161,88,6,H88,H87,6
179,18,6,dealer_short,H97,7
41,41,7,H7,H6,1
75,34,7,H57,H56,2
160,85,7,dealer_short,H66,3
328,168,7,dealer_short,H76,4
395,67,7,H97,H96,5
7,7,8,H16,H15,1
63,56,8,H79,H25,2
66,3,8,dealer_short,H35,3
82,16,8,H46,H45,4
88,6,8,H56,H55,5
122,34,8,dealer_short,H65,6
128,6,8,dealer_short,H85,7
216,88,8,dealer_short,H95,8
7,7,9,H29,H4,1
178,171,9,dealer_short,H24,2
187,9,9,H35,H34,3
309,122,9,H45,H44,4
339,30,9,dealer_short,H74,5
340,1,9,H85,H84,6
375,35,9,dealer_short,H94,7
71,71,10,H4,H3,1
124,53,10,H14,H13,2
126,2,10,H34,H33,3
127,1,10,dealer_short,H53,4
132,5,10,dealer_short,H63,5
169,37,10,H74,H73,6
278,109,10,H94,H93,7
