P_prefix,amount,day,payee,payer,step
9,9,1,H3,H2,1
17,8,1,H13,H12,2
150,133,1,H23,H22,3
179,29,1,H33,H32,4
217,38,1,H43,H42,5
399,182,1,H53,H52,6
551,152,1,H63,H62,7
637,86,1,H73,H72,8
691,54,1,H83,H82,9
709,18,1,H93,H92,10
89,89,2,H6,H5,1
105,16,2,H46,H45,2
120,15,2,H56,H55,3
161,41,2,H66,H65,4
166,5,2,H86,H85,5
170,4,2,H96,H95,6
17,17,3,H49,H48,1
211,194,3,H99,H98,2
114,114,4,H32,H31,1
252,138,4,H52,H51,2
383,131,4,H62,H61,3
386,3,4,H82,H81,4
67,67,5,H5,H4,1
77,10,5,H35,H34,2
209,132,5,H45,H44,3
218,9,5,H55,H54,4
264,46,5,H65,H64,5
299,35,5,H85,H84,6
159,159,6,H19,H17,1
177,18,6,H38,H37,2
198,21,6,H48,H47,3
206,8,6,H58,H57,4
210,4,6,dealer_short,H87,5
282,72,6,H98,H97,6
99,99,7,H21,H20,1
317,218,7,H31,H30,2
323,6,7,H41,H40,3
325,2,7,H61,H60,4
332,7,7,H71,H70,5
419,87,7,H81,H80,6
426,7,7,H91,H90,7
244,244,8,H24,H23,1
343,99,8,H44,H43,2
344,1,8,H54,H53,3
374,30,8,H19,H73,4
375,1,8,H84,H83,5
376,1,8,H94,H93,6
3,3,9,H7,H6,1
158,155,9,H17,H16,2
161,3,9,H57,H56,3
166,5,9,H87,H86,4
8,8,10,H10,H9,1
10,2,10,H20,H19,2
71,63,10,H19,H29,3
111,40,10,dealer_short,H49,4
249,138,10,H80,H79,5
317,68,10,H90,H89,6
