P_prefix,amount,day,payee,payer,step
13,13,1,H3,H2,1
66,53,1,H8,H7,2
183,117,1,H13,H12,3
254,71,1,H18,H17,4
296,42,1,H28,H27,5
498,202,1,H33,H32,6
607,109,1,H38,H37,7
697,90,1,H43,H42,8
742,45,1,H48,H47,9
907,165,1,H53,H52,10
1039,132,1,H58,H57,11
1095,56,1,H63,H62,12
1128,33,1,H68,H67,13
1371,243,1,H73,H72,14
1412,41,1,H78,H77,15
1481,69,1,H83,H82,16
1578,97,1,H88,H87,17
1652,74,1,H93,H92,18
1946,294,1,H98,H97,19
290,290,3,H6,H5,1
511,221,3,H11,H10,2
583,72,3,H16,H15,3
612,29,3,H21,H20,4
664,52,3,H26,H25,5
687,23,3,H31,H30,6
712,25,3,H36,H35,7
1082,370,3,H41,H40,8
1106,24,3,H46,H45,9
1147,41,3,H51,H50,10
1178,31,3,H56,H55,11
1242,64,3,H61,H60,12
1304,62,3,H66,H65,13
1449,145,3,H71,H70,14
1498,49,3,H76,H75,15
1576,78,3,H81,H80,16
1741,165,3,H86,H85,17
1888,147,3,H91,H90,18
1997,109,3,H96,H95,19
2008,11,3,H1,H100,20
73,73,5,H4,H3,1
151,78,5,H9,H8,2
156,5,5,H14,H13,3
221,65,5,H19,H18,4
248,27,5,H24,H23,5
249,1,5,H29,H28,6
369,120,5,H34,H33,7
422,53,5,H39,H38,8
423,1,5,H44,H43,9
473,50,5,H49,H48,10
706,233,5,H54,H53,11
713,7,5,H59,H58,12
728,15,5,H64,H63,13
757,29,5,H69,H68,14
841,84,5,H74,H73,15
901,60,5,H79,H78,16
938,37,5,H84,H83,17
987,49,5,H89,H88,18
1228,241,5,H94,H93,19
1237,9,5,H99,H98,20
222,222,7,H2,H1,1
265,43,7,H7,H6,2
456,191,7,H12,H11,3
538,82,7,H17,H16,4
551,13,7,H22,H21,5
758,207,7,H27,H26,6
759,1,7,H32,H31,7
1117,358,7,H37,H36,8
1141,24,7,H42,H41,9
1178,37,7,H47,H46,10
1179,1,7,H52,H51,11
1218,39,7,H57,H56,12
1241,23,7,H62,H61,13
1279,38,7,H67,H66,14
1421,142,7,H72,H71,15
1433,12,7,H77,H76,16
1442,9,7,H82,H81,17
1524,82,7,H87,H86,18
1658,134,7,H92,H91,19
1668,10,7,H97,H96,20
60,60,9,H5,H4,1
103,43,9,H10,H9,2
345,242,9,H20,H19,3
374,29,9,H25,H24,4
402,28,9,H30,H29,5
415,13,9,H35,H34,6
493,78,9,H40,H39,7
553,60,9,H45,H44,8
757,204,9,H50,H49,9
925,168,9,H55,H54,10
930,5,9,H60,H59,11
1226,296,9,H65,H64,12
1364,138,9,H70,H69,13
1408,44,9,H75,H74,14
1590,182,9,H80,H79,15
1739,149,9,H85,H84,16
1768,29,9,H90,H89,17
1923,155,9,H95,H94,18
1943,20,9,H100,H99,19
