P_prefix,amount,day,payee,payer,step
93,93,1,H3,H2,1
152,59,1,H8,H7,2
218,66,1,H13,H12,3
322,104,1,H18,H17,4
402,80,1,H23,H22,5
482,80,1,H28,H27,6
584,102,1,H33,H32,7
636,52,1,H38,H37,8
768,132,1,H43,H42,9
799,31,1,H48,H47,10
829,30,1,H53,H52,11
915,86,1,H58,H57,12
1023,108,1,H63,H62,13
1190,167,1,H68,H67,14
1269,79,1,H73,H72,15
1413,144,1,H78,H77,16
1444,31,1,H83,H82,17
1503,59,1,H88,H87,18
1611,108,1,H93,H92,19
1721,110,1,H98,H97,20
170,170,3,H6,H5,1
222,52,3,H11,H10,2
335,113,3,H16,H15,3
506,171,3,H21,H20,4
586,80,3,H26,H25,5
670,84,3,H31,H30,6
781,111,3,H36,H35,7
838,57,3,H41,H40,8
941,103,3,H46,H45,9
1045,104,3,H51,H50,10
1098,53,3,H56,H55,11
1179,81,3,H61,H60,12
1263,84,3,H66,H65,13
1391,128,3,H71,H70,14
1549,158,3,H76,H75,15
1663,114,3,H81,H80,16
1754,91,3,H86,H85,17
1827,73,3,H91,H90,18
1904,77,3,H96,H95,19
2004,100,3,H1,H100,20
27,27,5,H4,H3,1
125,98,5,H9,H8,2
284,159,5,H14,H13,3
352,68,5,H19,H18,4
468,116,5,H24,H23,5
521,53,5,H29,H28,6
603,82,5,H34,H33,7
729,126,5,H39,H38,8
792,63,5,H44,H43,9
880,88,5,H49,H48,10
1002,122,5,H54,H53,11
1072,70,5,H59,H58,12
1290,218,5,H64,H63,13
1353,63,5,H69,H68,14
1430,77,5,H74,H73,15
1475,45,5,H79,H78,16
1625,150,5,H84,H83,17
1870,245,5,H89,H88,18
1932,62,5,H94,H93,19
2013,81,5,H99,H98,20
103,103,7,H2,H1,1
279,176,7,H7,H6,2
399,120,7,H12,H11,3
480,81,7,H17,H16,4
673,193,7,H22,H21,5
749,76,7,H27,H26,6
931,182,7,H32,H31,7
1117,186,7,H37,H36,8
1253,136,7,H42,H41,9
1300,47,7,H47,H46,10
1463,163,7,H52,H51,11
1613,150,7,H57,H56,12
1715,102,7,H62,H61,13
1783,68,7,H67,H66,14
1915,132,7,H72,H71,15
1988,73,7,H77,H76,16
2089,101,7,H82,H81,17
2187,98,7,H87,H86,18
2414,227,7,H92,H91,19
2478,64,7,H97,H96,20
142,142,9,H5,H4,1
189,47,9,H10,H9,2
258,69,9,H15,H14,3
335,77,9,H20,H19,4
409,74,9,H25,H24,5
450,41,9,H30,H29,6
486,36,9,H35,H34,7
577,91,9,H40,H39,8
735,158,9,H45,H44,9
889,154,9,H50,H49,10
1010,121,9,H55,H54,11
1077,67,9,H60,H59,12
1177,100,9,H65,H64,13
1297,120,9,H70,H69,14
1392,95,9,H75,H74,15
1428,36,9,H80,H79,16
1496,68,9,H85,H84,17
1567,71,9,H90,H89,18
1609,42,9,H95,H94,19
1735,126,9,H100,H99,20
