P_prefix,amount,day,payee,payer,step
35,35,1,H2,H1,1
99,99,1,H3,H2,2
227,227,1,H4,H3,3
227,151,1,H5,H4,4
227,118,1,H6,H5,5
227,61,1,H7,H6,6
227,31,1,H8,H7,7
260,64,1,H9,H8,8
291,95,1,H10,H9,9
291,69,1,H11,H10,10
329,107,1,H12,H11,11
388,166,1,H13,H12,12
388,74,1,H14,H13,13
388,12,1,H15,H14,14
435,59,1,H16,H15,15
435,22,1,H17,H16,16
435,12,1,H18,H17,17
553,130,1,H19,H18,18
553,60,1,H20,H19,19
714,221,1,H21,H20,20
714,147,1,H22,H21,21
714,89,1,H23,H22,22
714,27,1,H24,H23,23
758,71,1,H25,H24,24
767,80,1,H26,H25,25
767,73,1,H27,H26,26
852,158,1,H28,H27,27
852,99,1,H29,H28,28
898,145,1,H30,H29,29
898,75,1,H31,H30,30
898,42,1,H32,H31,31
940,84,1,H33,H32,32
1112,256,1,H34,H33,33
1112,56,1,H35,H34,34
1112,53,1,H36,H35,35
1112,46,1,H37,H36,36
1222,156,1,H38,H37,37
1222,130,1,H39,H38,38
1222,58,1,H40,H39,39
1239,75,1,H41,H40,40
1239,58,1,H42,H41,41
1239,45,1,H43,H42,42
1263,69,1,H44,H43,43
1323,129,1,H45,H44,44
1450,256,1,H46,H45,45
1450,57,1,H47,H46,46
1476,83,1,H48,H47,47
1476,76,1,H49,H48,48
1476,29,1,H50,H49,49
1480,33,1,H51,H50,50
1819,339,1,H53,H52,51
1819,244,1,H54,H53,52
1819,91,1,H55,H54,53
1819,21,1,H56,H55,54
1896,98,1,H57,H56,55
1896,76,1,H58,H57,56
1924,104,1,H59,H58,57
1924,69,1,H60,H59,58
1924,46,1,H61,H60,59
1936,58,1,H62,H61,60
1962,84,1,H63,H62,61
1962,66,1,H64,H63,62
1981,85,1,H65,H64,63
1981,51,1,H66,H65,64
2008,78,1,H67,H66,65
2084,154,1,H68,H67,66
2084,20,1,H69,H68,67
2258,194,1,H70,H69,68
2258,69,1,H71,H70,69
2438,249,1,H72,H71,70
2438,15,1,H73,H72,71
2438,11,1,H74,H73,72
2492,65,1,H75,H74,73
2538,111,1,H76,H75,74
2538,48,1,H77,H76,75
2538,45,1,H78,H77,76
2651,158,1,H79,H78,77
2751,258,1,H80,H79,78
2751,100,1,H81,H80,79
2766,115,1,H82,H81,80
2935,169,1,H84,H83,81
2935,145,1,H85,H84,82
2935,45,1,H86,H85,83
2938,48,1,H87,H86,84
2954,64,1,H88,H87,85
2954,57,1,H89,H88,86
3058,161,1,H90,H89,87
3058,62,1,H91,H90,88
3183,187,1,H92,H91,89
3183,25,1,H93,H92,90
3199,41,1,H94,H93,91
3199,29,1,H95,H94,92
3385,215,1,H96,H95,93
3385,1,1,H97,H96,94
3464,80,1,H98,H97,95
3464,39,1,H99,H98,96
3542,117,1,H100,H99,97
3527,137,1,H1,H100,98
