P_prefix,amount,day,payee,payer,step
1,1,1,H3,H2,1
13,12,1,H8,H7,2
113,100,1,H13,H12,3
147,34,1,H23,H22,4
149,2,1,H38,H37,5
167,18,1,H58,H57,6
172,5,1,H63,H62,7
214,42,1,H68,H67,8
215,1,1,H73,H72,9
233,18,1,H88,H87,10
244,11,1,H93,H92,11
247,3,1,H98,H97,12
31,31,3,H16,H15,1
107,76,3,H26,H25,2
121,14,3,H36,H35,3
189,68,3,H41,H40,4
221,32,3,H51,H50,5
251,30,3,H56,H55,6
329,78,3,H71,H70,7
347,18,3,H81,H80,8
427,80,3,H96,H95,9
87,87,5,H9,H8,1
94,7,5,H34,H33,2
166,72,5,H39,H38,3
171,5,5,H44,H43,4
226,55,5,H54,H53,5
238,12,5,H59,H58,6
274,36,5,H69,H68,7
342,68,5,H79,H78,8
344,2,5,H89,H88,9
347,3,5,H94,H93,10
441,94,5,H99,H98,11
31,31,7,H2,H1,1
41,10,7,H7,H6,2
125,84,7,H12,H11,3
126,1,7,H17,H16,4
206,80,7,H32,H31,5
207,1,7,H37,H36,6
276,69,7,H52,H51,7
277,1,7,H57,H56,8
278,1,7,H67,H66,9
310,32,7,H77,H76,10
350,40,7,H97,H96,11
14,14,9,H10,H9,1
62,48,9,H25,H24,2
152,90,9,H30,H29,3
212,60,9,H35,H34,4
220,8,9,H55,H54,5
242,22,9,H70,H69,6
249,7,9,H80,H79,7
