agent_id,agent_kind,agent_name,amount,assets_cash,assets_payable,item_name,item_type,liabilities_cash,liabilities_payable,net_financial,total_financial_assets,total_financial_liabilities,total_inventory_value,total_nonfinancial_value
CB,,,,,,,,16390.0,,-16390.0,0,16390.0,0.0,0.0
H1,,,,225.0,,,,,250,-25.0,225.0,250,0.0,0.0
H2,,,,125.0,225,,,,190,160.0,350.0,190,0.0,0.0
H3,,,,125.0,165,,,,157,133.0,290.0,157,0.0,0.0
H4,,,,125.0,132,,,,118,139.0,257.0,118,0.0,0.0
H5,,,,125.0,93,,,,176,42.0,218.0,176,0.0,0.0
H6,,,,253.0,,,,,174,79.0,253.0,174,0.0,0.0
H7,,,,125.0,149,,,,129,145.0,274.0,129,0.0,0.0
H8,,,,213.0,,,,,130,83.0,213.0,130,0.0,0.0
H9,,,,214.0,,,,,171,43.0,214.0,171,0.0,0.0
H10,,,,125.0,146,,,,254,17.0,271.0,254,0.0,0.0
H11,,,,331.0,,,,,200,131.0,331.0,200,0.0,0.0
H12,,,,125.0,175,,,,159,141.0,300.0,159,0.0,0.0
H13,,,,125.0,134,,,,154,105.0,259.0,154,0.0,0.0
H14,,,,125.0,129,,,,144,110.0,254.0,144,0.0,0.0
H15,,,,125.0,119,,,,207,37.0,244.0,207,0.0,0.0
H16,,,,125.0,182,,,,144,163.0,307.0,144,0.0,0.0
H17,,,,226.0,,,,,187,39.0,226.0,187,0.0,0.0
H18,,,,125.0,162,,,,224,63.0,287.0,224,0.0,0.0
H19,,,,294.0,,,,,133,161.0,294.0,133,0.0,0.0
H20,,,,217.0,,,,,187,30.0,217.0,187,0.0,0.0
H21,,,,125.0,162,,,,145,142.0,287.0,145,0.0,0.0
H22,,,,125.0,120,,,,136,109.0,245.0,136,0.0,0.0
H23,,,,125.0,111,,,,127,109.0,236.0,127,0.0,0.0
H24,,,,207.0,,,,,217,-10.0,207.0,217,0.0,0.0
H25,,,,125.0,192,,,,71,246.0,317.0,71,0.0,0.0
H26,,,,125.0,46,,,,103,68.0,171.0,103,0.0,0.0
H27,,,,125.0,78,,,,119,84.0,203.0,119,0.0,0.0
H28,,,,125.0,94,,,,71,148.0,219.0,71,0.0,0.0
H29,,,,125.0,46,,,,161,10.0,171.0,161,0.0,0.0
H30,,,,125.0,136,,,,180,81.0,261.0,180,0.0,0.0
H31,,,,265.0,,,,,156,109.0,265.0,156,0.0,0.0
H32,,,,125.0,131,,,,172,84.0,256.0,172,0.0,0.0
H33,,,,125.0,147,,,,195,77.0,272.0,195,0.0,0.0
