P_prefix,amount,day,payee,payer,step
1,1,1,H2,H1,1
82,81,1,H4,H3,2
136,135,1,H5,H4,3
136,39,1,H6,H5,4
228,131,1,H7,H6,5
260,163,1,H8,H7,6
260,27,1,H9,H8,7
280,47,1,H10,H9,8
280,32,1,H11,H10,9
452,204,1,H12,H11,10
452,33,1,H13,H12,11
452,9,1,H14,H13,12
458,6,1,H16,H15,13
464,12,1,H17,H16,14
499,47,1,H18,H17,15
654,202,1,H19,H18,16
654,1,1,H20,H19,17
680,26,1,H25,H24,18
865,185,1,H27,H26,19
916,236,1,H28,H27,20
927,11,1,H30,H29,21
943,27,1,H31,H30,22
943,4,1,H32,H31,23
954,15,1,H33,H32,24
1016,77,1,H34,H33,25
1016,6,1,H35,H34,26
1034,24,1,H36,H35,27
1034,8,1,H37,H36,28
1041,7,1,H39,H38,29
1223,189,1,H40,H39,30
1223,1,1,H41,H40,31
1309,87,1,H42,H41,32
1412,103,1,H44,H43,33
1505,93,1,H46,H45,34
1505,3,1,H47,H46,35
1532,27,1,H49,H48,36
1608,76,1,H51,H50,37
1608,3,1,H52,H51,38
1645,40,1,H53,H52,39
1645,1,1,H54,H53,40
1659,15,1,H55,H54,41
1750,106,1,H56,H55,42
1886,242,1,H57,H56,43
1886,82,1,H58,H57,44
1886,16,1,H59,H58,45
1886,3,1,H60,H59,46
1962,79,1,H61,H60,47
1976,93,1,H62,H61,48
1976,23,1,H63,H62,49
1976,4,1,H64,H63,50
2021,49,1,H65,H64,51
2021,20,1,H66,H65,52
2021,5,1,H67,H66,53
2099,83,1,H68,H67,54
2099,1,1,H69,H68,55
2139,41,1,H70,H69,56
2229,131,1,H71,H70,57
2259,30,1,H73,H72,58
2259,16,1,H74,H73,59
2393,150,1,H75,H74,60
2393,55,1,H76,H75,61
2393,5,1,H77,H76,62
2466,78,1,H78,H77,63
2522,134,1,H79,H78,64
2522,2,1,H80,H79,65
2537,17,1,H81,H80,66
2588,68,1,H82,H81,67
2594,6,1,H84,H83,68
2594,6,1,H85,H84,69
2657,63,1,H87,H86,70
2754,160,1,H88,H87,71
2843,249,1,H89,H88,72
2843,91,1,H90,H89,73
2843,15,1,H91,H90,74
2902,59,1,H93,H92,75
2949,106,1,H94,H93,76
3150,201,1,H96,H95,77
3150,25,1,H97,H96,78
3150,12,1,H98,H97,79
3320,182,1,H99,H98,80
3320,2,1,H100,H99,81
3344,27,1,H1,H100,82
