P_prefix,amount,day,payee,payer,step
2,2,1,H3,H2,1
39,37,1,H5,H4,2
39,5,1,H6,H5,3
40,1,1,H8,H7,4
162,122,1,H11,H10,5
162,96,1,H12,H11,6
185,23,1,H14,H13,7
185,10,1,H15,H14,8
245,60,1,H17,H16,9
318,73,1,H20,H19,10
325,7,1,H22,H21,11
355,37,1,H23,H22,12
420,65,1,H26,H25,13
427,7,1,H28,H27,14
496,69,1,H30,H29,15
496,66,1,H31,H30,16
496,7,1,H32,H31,17
567,71,1,H34,H33,18
619,52,1,H36,H35,19
619,13,1,H37,H36,20
627,8,1,H40,H39,21
697,70,1,H42,H41,22
697,57,1,H43,H42,23
697,2,1,H44,H43,24
738,41,1,H48,H47,25
770,32,1,H50,H49,26
774,4,1,H52,H51,27
806,32,1,H54,H53,28
806,7,1,H55,H54,29
810,4,1,H58,H57,30
810,2,1,H59,H58,31
810,2,1,H60,H59,32
829,19,1,H63,H62,33
932,103,1,H65,H64,34
932,1,1,H66,H65,35
1010,78,1,H68,H67,36
1071,61,1,H70,H69,37
1071,11,1,H71,H70,38
1071,8,1,H72,H71,39
1095,24,1,H75,H74,40
1134,63,1,H76,H75,41
1134,26,1,H77,H76,42
1138,4,1,H79,H78,43
1138,2,1,H80,H79,44
1138,1,1,H81,H80,45
1171,33,1,H83,H82,46
1176,38,1,H84,H83,47
1195,19,1,H87,H86,48
1211,16,1,H89,H88,49
1231,20,1,H91,H90,50
1257,46,1,H92,H91,51
1257,4,1,H93,H92,52
1287,34,1,H94,H93,53
1324,37,1,H96,H95,54
1324,4,1,H97,H96,55
1324,2,1,H98,H97,56
1341,19,1,H99,H98,57
1453,112,1,H1,H100,58
