P_prefix,amount,day,payee,payer,step
11,11,1,H13,H12,1
19,8,1,H33,H32,2
25,6,1,H43,H42,3
53,28,1,H63,H62,4
2,2,2,dealer_short,H35,1
4,2,2,H66,H65,2
29,25,2,dealer_short,H75,3
91,62,2,H96,H95,4
11,11,3,dealer_short,H8,1
15,4,3,H29,H28,2
66,51,3,H39,H38,3
68,2,3,dealer_short,H48,4
76,8,3,H59,H58,5
78,2,3,H69,H68,6
159,81,3,H79,H78,7
174,15,3,H89,H88,8
6,6,4,H2,H1,1
89,83,4,H22,H21,2
226,137,4,H32,H31,3
332,106,4,H42,H41,4
394,62,4,H52,H51,5
403,9,4,H72,H71,6
485,82,4,H82,H81,7
522,37,4,H92,H91,8
63,63,5,dealer_short,H14,1
75,12,5,H35,H34,2
81,6,5,H55,H54,3
129,48,5,H65,H64,4
133,4,5,H75,H74,5
155,22,5,H95,H94,6
13,13,6,H8,H7,1
101,88,6,dealer_short,H17,2
136,35,6,H28,H27,3
137,1,6,H38,H37,4
154,17,6,H48,H47,5
217,63,6,H58,H57,6
224,7,6,H68,H67,7
232,8,6,dealer_short,H97,8
132,132,7,H11,H10,1
361,229,7,H21,H20,2
426,65,7,dealer_short,H40,3
465,39,7,H51,H50,4
470,5,7,dealer_short,H60,5
481,11,7,H91,H90,6
538,57,7,H1,H100,7
2,2,8,H4,H3,1
10,8,8,dealer_short,H23,2
60,50,8,dealer_short,H43,3
99,39,8,H54,H53,4
205,106,8,H64,H63,5
236,31,8,H94,H93,6
30,30,9,H7,H6,1
56,26,9,H17,H16,2
71,15,9,H27,H26,3
94,23,9,H47,H46,4
103,9,9,H57,H56,5
164,61,9,H67,H66,6
269,105,9,dealer_short,H86,7
134,134,10,dealer_short,H19,1
147,13,10,dealer_short,H29,2
218,71,10,H40,H39,3
313,95,10,H60,H59,4
315,2,10,dealer_short,H69,5
319,4,10,H80,H79,6
323,4,10,H90,H89,7
