P_prefix,amount,day,payee,payer,step
3,3,1,H23,H22,1
15,12,1,H33,H32,2
16,1,1,H73,H72,3
18,2,1,H83,H82,4
13,13,2,H12,H11,1
34,21,2,H62,H61,2
52,18,2,H72,H71,3
8,8,3,H11,H10,1
9,1,3,H21,H20,2
23,14,3,H71,H70,3
31,8,3,H91,H90,4
42,11,3,H1,H100,5
23,23,4,H10,H9,1
24,1,4,H40,H39,2
38,14,4,H60,H59,3
40,2,4,H70,H69,4
45,5,4,H80,H79,5
1,1,5,H49,H48,1
9,9,6,H8,H7,1
34,25,6,H28,H27,2
44,10,6,H68,H67,3
66,22,6,H78,H77,4
8,8,7,H7,H6,1
20,12,7,H57,H56,2
36,16,7,H87,H86,3
5,5,8,H6,H5,1
8,3,8,H16,H15,2
9,1,8,H36,H35,3
13,4,8,H56,H55,4
13,13,9,H35,H34,1
18,5,9,H55,H54,2
10,10,10,H44,H43,1
60,50,10,H54,H53,2
63,3,10,H94,H93,3
