P_prefix,amount,day,payee,payer,step
32,32,1,H3,H2,1
32,5,1,H4,H3,2
32,1,1,H5,H4,3
36,4,1,H9,H8,4
37,1,1,H16,H15,5
38,1,1,H23,H22,6
40,2,1,dealer_short,H26,7
45,5,1,dealer_short,H28,8
71,26,1,H33,H32,9
93,22,1,H38,H37,10
94,1,1,H41,H40,11
104,10,1,H43,H42,12
104,2,1,H44,H43,13
123,19,1,H47,H46,14
123,4,1,H48,H47,15
132,9,1,H51,H50,16
132,2,1,H52,H51,17
148,16,1,H58,H57,18
154,6,1,H62,H61,19
154,1,1,H63,H62,20
176,23,1,H64,H63,21
176,4,1,H65,H64,22
178,2,1,H68,H67,23
202,26,1,H69,H68,24
202,1,1,H70,H69,25
256,54,1,dealer_short,H73,26
336,80,1,H75,H74,27
358,22,1,H78,H77,28
358,10,1,H79,H78,29
365,7,1,dealer_short,H80,30
394,29,1,H82,H81,31
413,19,1,H85,H84,32
414,1,1,H87,H86,33
437,23,1,H96,H95,34
450,13,1,H98,H97,35
