P_prefix,amount,day,payee,payer,step
75,75,1,H18,H17,1
141,66,1,H33,H32,2
223,82,1,H73,H72,3
264,41,1,H88,H87,4
107,107,3,H11,H10,1
184,77,3,dealer_short,H20,2
248,64,3,H36,H35,3
323,75,3,H41,H40,4
405,82,3,dealer_short,H50,5
454,49,3,H61,H60,6
512,58,3,H81,H80,7
561,49,3,H96,H95,8
654,93,3,H1,H100,9
79,79,5,dealer_short,H8,1
203,124,5,dealer_short,H28,2
278,75,5,dealer_short,H33,3
325,47,5,dealer_short,H38,4
393,68,5,dealer_short,H43,5
446,53,5,dealer_short,H58,6
542,96,5,dealer_short,H63,7
650,108,5,dealer_short,H68,8
741,91,5,H74,H73,9
821,80,5,H89,H88,10
903,82,5,dealer_short,H93,11
938,35,5,H99,H98,12
108,108,7,H2,H1,1
181,73,7,H7,H6,2
231,50,7,H12,H11,3
319,88,7,dealer_short,H16,4
441,122,7,H22,H21,5
537,96,7,H27,H26,6
666,129,7,dealer_short,H31,7
735,69,7,H37,H36,8
776,41,7,H42,H41,9
869,93,7,H47,H46,10
956,87,7,H52,H51,11
1020,64,7,H67,H66,12
1063,43,7,dealer_short,H71,13
1239,176,7,H77,H76,14
1289,50,7,H82,H81,15
1362,73,7,H87,H86,16
1454,92,7,H92,H91,17
1525,71,7,H97,H96,18
150,150,9,H5,H4,1
212,62,9,dealer_short,H9,2
333,121,9,H15,H14,3
480,147,9,dealer_short,H19,4
546,66,9,H25,H24,5
625,79,9,dealer_short,H29,6
703,78,9,dealer_short,H34,7
814,111,9,H45,H44,8
901,87,9,dealer_short,H49,9
1018,117,9,H55,H54,10
1128,110,9,H65,H64,11
1202,74,9,H70,H69,12
1252,50,9,dealer_short,H74,13
1425,173,9,dealer_short,H79,14
1585,160,9,H85,H84,15
1616,31,9,dealer_short,H89,16
1671,55,9,H95,H94,17
1716,45,9,dealer_short,H99,18
