P_prefix,amount,day,payee,payer,step
10,10,1,H2,H1,1
88,88,1,H3,H2,2
126,38,1,H5,H4,3
142,54,1,H6,H5,4
168,26,1,H8,H7,5
190,48,1,H9,H8,6
273,83,1,H11,H10,7
348,158,1,H12,H11,8
348,1,1,H13,H12,9
504,156,1,dealer_short,H14,10
576,72,1,H18,H17,11
576,1,1,H19,H18,12
591,16,1,H20,H19,13
591,6,1,H21,H20,14
855,264,1,H24,H23,15
937,82,1,H26,H25,16
939,84,1,dealer_short,H26,17
1041,102,1,H28,H27,18
1041,16,1,H29,H28,19
1049,24,1,H30,H29,20
1049,12,1,dealer_short,H30,21
1088,39,1,H36,H35,22
1126,77,1,H37,H36,23
1126,54,1,H38,H37,24
1126,10,1,H39,H38,25
1156,40,1,dealer_short,H39,26
1166,10,1,H43,H42,27
1218,62,1,H44,H43,28
1218,1,1,H45,H44,29
1244,27,1,H46,H45,30
1244,5,1,H47,H46,31
1292,53,1,H48,H47,32
1296,4,1,H50,H49,33
1299,7,1,H51,H50,34
1339,47,1,H52,H51,35
1339,42,1,H53,H52,36
1340,43,1,dealer_short,H53,37
1362,22,1,H56,H55,38
1420,80,1,dealer_short,H56,39
1489,69,1,H59,H58,40
1489,12,1,H60,H59,41
1501,12,1,H62,H61,42
1682,181,1,H64,H63,43
1734,52,1,H66,H65,44
1853,119,1,H68,H67,45
1853,57,1,H69,H68,46
1853,20,1,H70,H69,47
1905,72,1,H71,H70,48
1905,17,1,H72,H71,49
1932,44,1,H73,H72,50
1932,30,1,H74,H73,51
1932,11,1,H75,H74,52
1942,21,1,H76,H75,53
1953,32,1,H77,H76,54
1953,11,1,H78,H77,55
1961,19,1,H79,H78,56
1961,12,1,H80,H79,57
1964,15,1,dealer_short,H80,58
2079,115,1,H83,H82,59
2079,13,1,H84,H83,60
2149,83,1,H85,H84,61
2149,50,1,H86,H85,62
2149,48,1,H87,H86,63
2196,95,1,H88,H87,64
2196,11,1,H89,H88,65
2368,172,1,H92,H91,66
2368,6,1,H93,H92,67
2372,4,1,H95,H94,68
2373,5,1,H96,H95,69
2455,82,1,H98,H97,70
2492,119,1,H99,H98,71
2492,3,1,H100,H99,72
2494,15,1,H1,H100,73
