P_prefix,amount,day,payee,payer,step
14,14,1,H8,H7,1
42,28,1,dealer_short,H22,2
85,43,1,H28,H27,3
92,7,1,H33,H32,4
95,3,1,H58,H57,5
138,43,1,H63,H62,6
224,86,1,H88,H87,7
164,164,3,dealer_short,H10,1
200,36,3,H16,H15,2
367,167,3,dealer_short,H25,3
421,54,3,dealer_short,H45,4
465,44,3,H51,H50,5
534,69,3,H56,H55,6
617,83,3,H66,H65,7
669,52,3,H76,H75,8
674,5,3,dealer_short,H85,9
718,44,3,H96,H95,10
13,13,5,H4,H3,1
63,50,5,dealer_short,H28,2
82,19,5,H34,H33,3
139,57,5,H49,H48,4
150,11,5,H54,H53,5
243,93,5,H69,H68,6
312,69,5,dealer_short,H73,7
345,33,5,H79,H78,8
409,64,5,H94,H93,9
459,50,5,dealer_short,H98,10
100,100,7,H2,H1,1
215,115,7,H7,H6,2
243,28,7,H22,H21,3
317,74,7,H32,H31,4
388,71,7,H42,H41,5
478,90,7,H47,H46,6
493,15,7,H52,H51,7
513,20,7,H57,H56,8
666,153,7,H62,H61,9
720,54,7,H67,H66,10
814,94,7,H72,H71,11
853,39,7,H77,H76,12
914,61,7,H92,H91,13
964,50,7,H97,H96,14
31,31,9,dealer_short,H4,1
185,154,9,H15,H14,2
203,18,9,H20,H19,3
344,141,9,dealer_short,H24,4
345,1,9,dealer_short,H34,5
363,18,9,dealer_short,H39,6
427,64,9,dealer_short,H44,7
455,28,9,H50,H49,8
472,17,9,dealer_short,H54,9
531,59,9,H60,H59,10
614,83,9,dealer_short,H64,11
622,8,9,H70,H69,12
731,109,9,dealer_short,H74,13
755,24,9,H80,H79,14
871,116,9,H85,H84,15
908,37,9,dealer_short,H89,16
947,39,9,H95,H94,17
998,51,9,H100,H99,18
