P_prefix,amount,day,payee,payer,step
95,95,1,H8,H7,1
162,67,1,H13,H12,2
232,70,1,H18,H17,3
277,45,1,H23,H22,4
320,43,1,H28,H27,5
391,71,1,H33,H32,6
483,92,1,H38,H37,7
518,35,1,H48,H47,8
612,94,1,H53,H52,9
687,75,1,H58,H57,10
725,38,1,H73,H72,11
786,61,1,H78,H77,12
828,42,1,H88,H87,13
48,48,3,H16,H15,1
102,54,3,H21,H20,2
126,24,3,H31,H30,3
216,90,3,H46,H45,4
301,85,3,H56,H55,5
336,35,3,H61,H60,6
414,78,3,H66,H65,7
482,68,3,H71,H70,8
556,74,3,H76,H75,9
622,66,3,H86,H85,10
698,76,3,H96,H95,11
798,100,3,H1,H100,12
119,119,5,H4,H3,1
264,145,5,H9,H8,2
427,163,5,H14,H13,3
530,103,5,H19,H18,4
595,65,5,H24,H23,5
666,71,5,H29,H28,6
758,92,5,H34,H33,7
901,143,5,H39,H38,8
994,93,5,H44,H43,9
1121,127,5,H49,H48,10
1184,63,5,H54,H53,11
1352,168,5,H59,H58,12
1488,136,5,H64,H63,13
1558,70,5,H69,H68,14
1663,105,5,H79,H78,15
1748,85,5,H84,H83,16
1844,96,5,H89,H88,17
2036,192,5,H94,H93,18
2063,27,5,H99,H98,19
68,68,7,H2,H1,1
148,80,7,H7,H6,2
202,54,7,H17,H16,3
282,80,7,H22,H21,4
332,50,7,H27,H26,5
428,96,7,H32,H31,6
479,51,7,H37,H36,7
529,50,7,H42,H41,8
609,80,7,H47,H46,9
792,183,7,H52,H51,10
903,111,7,H57,H56,11
966,63,7,H62,H61,12
1087,121,7,H67,H66,13
1181,94,7,H72,H71,14
1280,99,7,H77,H76,15
1348,68,7,H82,H81,16
1483,135,7,H87,H86,17
1669,186,7,H92,H91,18
1747,78,7,H97,H96,19
75,75,9,H5,H4,1
151,76,9,H10,H9,2
231,80,9,H15,H14,3
329,98,9,H20,H19,4
374,45,9,H25,H24,5
413,39,9,H30,H29,6
446,33,9,H35,H34,7
511,65,9,H40,H39,8
627,116,9,H45,H44,9
688,61,9,H50,H49,10
832,144,9,H55,H54,11
978,146,9,H60,H59,12
1027,49,9,H65,H64,13
1124,97,9,H70,H69,14
1303,179,9,H80,H79,15
1426,123,9,H85,H84,16
1573,147,9,H90,H89,17
1654,81,9,H95,H94,18
1781,127,9,H100,H99,19
