P_prefix,amount,day,payee,payer,step
26,26,1,H23,H22,1
52,26,1,H33,H32,2
92,40,1,H53,H52,3
142,50,1,H63,H62,4
30,30,2,H36,H35,1
45,15,2,H66,H65,2
44,44,3,H59,H58,1
44,44,4,H62,H61,1
38,38,5,H5,H4,1
70,32,5,H15,H14,2
78,8,5,H25,H24,3
112,34,5,H55,H54,4
37,37,6,H58,H57,1
60,60,8,H4,H3,1
103,43,8,H24,H23,2
129,26,8,H34,H33,3
199,70,8,H54,H53,4
202,3,8,H74,H73,5
248,46,8,H84,H83,6
58,58,9,H7,H6,1
110,52,9,H17,H16,2
159,49,9,H27,H26,3
208,49,9,H47,H46,4
299,91,9,H57,H56,5
352,53,9,H67,H66,6
440,88,9,H77,H76,7
464,24,9,H97,H96,8
62,62,10,H10,H9,1
122,60,10,H20,H19,2
170,48,10,H40,H39,3
232,62,10,H50,H49,4
274,42,10,H80,H79,5
365,91,10,H90,H89,6
413,48,10,H100,H99,7
