P_prefix,amount,day,payee,payer,step
6,6,1,H3,H2,1
91,85,1,H13,H12,2
241,150,1,H33,H32,3
442,201,1,H43,H42,4
488,46,1,H53,H52,5
576,88,1,H63,H62,6
598,22,1,H73,H72,7
644,46,1,H83,H82,8
771,127,1,H93,H92,9
14,14,2,H2,H1,1
23,9,2,H12,H11,2
93,70,2,H22,H21,3
192,99,2,H32,H31,4
378,186,2,H62,H61,5
385,7,2,H92,H91,6
32,32,3,H11,H10,1
349,317,3,H21,H20,2
405,56,3,H31,H30,3
430,25,3,H41,H40,4
735,305,3,H51,H50,5
797,62,3,H61,H60,6
864,67,3,H71,H70,7
1004,140,3,H91,H90,8
7,7,4,H10,H9,1
56,49,4,H20,H19,2
285,229,4,H30,H29,3
325,40,4,H40,H39,4
343,18,4,H50,H49,5
505,162,4,H70,H69,6
596,91,4,H90,H89,7
626,30,4,H100,H99,8
7,7,5,H19,H18,1
43,36,5,H39,H38,2
47,4,5,H49,H48,3
98,51,5,H59,H58,4
110,12,5,H69,H68,5
151,41,5,H79,H78,6
287,136,5,H89,H88,7
325,38,5,H99,H98,8
258,258,6,H18,H17,1
328,70,6,H28,H27,2
347,19,6,H38,H37,3
348,1,6,H48,H47,4
388,40,6,H58,H57,5
545,157,6,H68,H67,6
606,61,6,H88,H87,7
615,9,6,H98,H97,8
83,83,7,H7,H6,1
88,5,7,H57,H56,2
163,75,7,H77,H76,3
226,63,7,H87,H86,4
237,11,7,H97,H96,5
73,73,8,H6,H5,1
115,42,8,H16,H15,2
304,189,8,H26,H25,3
310,6,8,H56,H55,4
311,1,8,H66,H65,5
459,148,8,H76,H75,6
465,6,8,H96,H95,7
304,304,9,H5,H4,1
386,82,9,H25,H24,2
461,75,9,H35,H34,3
603,142,9,H45,H44,4
907,304,9,H55,H54,5
1270,363,9,H65,H64,6
1278,8,9,H75,H74,7
1334,56,9,H85,H84,8
13,13,10,H4,H3,1
14,1,10,H24,H23,2
55,41,10,H44,H43,3
205,150,10,H54,H53,4
235,30,10,H64,H63,5
257,22,10,H74,H73,6
265,8,10,H84,H83,7
367,102,10,H94,H93,8
