P_prefix,amount,day,payee,payer,step
34,34,1,H8,H7,1
53,19,1,H13,H12,2
72,19,1,dealer_short,H22,3
102,30,1,H28,H27,4
110,8,1,dealer_short,H32,5
120,10,1,H43,H42,6
121,1,1,H53,H52,7
152,31,1,H68,H67,8
169,17,1,H73,H72,9
178,9,1,H78,H77,10
2,2,3,H11,H10,1
6,4,3,dealer_short,H15,2
7,1,3,H21,H20,3
30,23,3,H26,H25,4
43,13,3,H56,H55,5
56,13,3,H61,H60,6
92,36,3,dealer_short,H75,7
109,17,3,dealer_short,H80,8
126,17,3,H91,H90,9
127,1,3,dealer_short,H95,10
316,189,3,dealer_short,H100,11
7,7,5,H4,H3,1
13,6,5,H14,H13,2
50,37,5,H44,H43,3
59,9,5,dealer_short,H58,4
62,3,5,dealer_short,H68,5
66,4,5,H74,H73,6
70,4,5,H94,H93,7
79,9,5,dealer_short,H98,8
4,4,7,H22,H21,1
30,26,7,H32,H31,2
65,35,7,H47,H46,3
107,42,7,H62,H61,4
134,27,7,H67,H66,5
135,1,7,H87,H86,6
150,15,7,H92,H91,7
7,7,9,H24,H4,1
52,52,9,H25,H24,2
55,3,9,H35,H34,3
68,13,9,H55,H54,4
99,31,9,H80,H79,5
143,44,9,H95,H94,6
