P_prefix,amount,day,payee,payer,step
73,73,1,H3,H2,1
90,17,1,H23,H22,2
133,43,1,H33,H32,3
162,29,1,H53,H52,4
178,16,1,H63,H62,5
325,147,1,H73,H72,6
378,53,1,H83,H82,7
408,30,1,H93,H92,8
43,43,2,H6,H5,1
71,28,2,H26,H25,2
198,127,2,H36,H35,3
304,106,2,H46,H45,4
478,174,2,H66,H65,5
510,32,2,H86,H85,6
550,40,2,H96,H95,7
75,75,3,H9,H8,1
166,91,3,H19,H18,2
167,1,3,H29,H28,3
210,43,3,H39,H38,4
232,22,3,H49,H48,5
414,182,3,H59,H58,6
429,15,3,H69,H68,7
441,12,3,H99,H98,8
29,29,4,H2,H1,1
70,41,4,H22,H21,2
103,33,4,H32,H31,3
133,30,4,H42,H41,4
136,3,4,H52,H51,5
187,51,4,H62,H61,6
226,39,4,H72,H71,7
363,137,4,H82,H81,8
384,21,4,H92,H91,9
26,26,5,H15,H14,1
47,21,5,H25,H24,2
82,35,5,H35,H34,3
122,40,5,H45,H44,4
219,97,5,H65,H64,5
317,98,5,H75,H74,6
396,79,5,H85,H84,7
429,33,5,H95,H94,8
44,44,6,H8,H7,1
58,14,6,H18,H17,2
68,10,6,H28,H27,3
132,64,6,H38,H37,4
135,3,6,H48,H47,5
277,142,6,H58,H57,6
284,7,6,H68,H67,7
366,82,6,H78,H77,8
382,16,6,H98,H97,9
24,24,7,H21,H20,1
94,70,7,H31,H30,2
150,56,7,H41,H40,3
151,1,7,H51,H50,4
328,177,7,H61,H60,5
356,28,7,H71,H70,6
512,156,7,H81,H80,7
519,7,7,H91,H90,8
538,19,7,H1,H100,9
116,116,8,H4,H3,1
121,5,8,H14,H13,2
202,81,8,H34,H33,3
345,143,8,H44,H43,4
406,61,8,H54,H53,5
460,54,8,H64,H63,6
531,71,8,H74,H73,7
561,30,8,H84,H83,8
597,36,8,H94,H93,9
71,71,9,H7,H6,1
149,78,9,H17,H16,2
156,7,9,H27,H26,3
182,26,9,H37,H36,4
248,66,9,H47,H46,5
383,135,9,H67,H66,6
441,58,9,H77,H76,7
487,46,9,H87,H86,8
572,85,9,H97,H96,9
174,174,10,H10,H9,1
432,258,10,H20,H19,2
559,127,10,H40,H39,3
659,100,10,H50,H49,4
887,228,10,H60,H59,5
934,47,10,H70,H69,6
1012,78,10,H80,H79,7
1301,289,10,H90,H89,8
1419,118,10,H100,H99,9
