P_prefix,amount,day,payee,payer,step
20,20,1,H23,H22,1
36,16,1,H28,H27,2
61,25,1,H33,H32,3
71,10,1,H43,H42,4
82,11,1,H48,H47,5
86,4,1,H58,H57,6
92,6,1,dealer_short,H62,7
98,6,1,H68,H67,8
99,1,1,H98,H97,9
17,17,3,H4,H3,1
30,13,3,H14,H13,2
44,14,3,H30,H18,3
46,2,3,dealer_short,H23,4
66,20,3,H34,H33,5
67,1,3,H39,H38,6
68,1,3,dealer_short,H48,7
86,18,3,dealer_short,H53,8
106,20,3,H59,H58,9
113,7,3,H69,H68,10
120,7,3,H89,H88,11
240,120,3,dealer_short,H93,12
76,76,5,H1,H9,1
91,15,5,H40,H39,2
93,2,5,H45,H44,3
99,6,5,H70,H69,4
191,92,5,dealer_short,H74,5
198,7,5,H80,H79,6
255,57,5,dealer_short,H94,7
13,13,7,H11,H5,1
44,31,7,dealer_short,H20,2
63,19,7,H26,H25,3
94,31,7,H31,H30,4
96,2,7,dealer_short,H40,5
101,5,7,H51,H50,6
146,45,7,dealer_short,H55,7
192,46,7,H61,H60,8
220,28,7,dealer_short,H65,9
221,1,7,dealer_short,H80,10
232,11,7,H86,H85,11
35,35,9,H2,H1,1
72,37,9,H7,H6,2
119,47,9,H12,H11,3
164,45,9,H17,H16,4
215,51,9,H22,H21,5
236,21,9,H27,H26,6
248,12,9,H32,H31,7
282,34,9,H37,H36,8
288,6,9,H52,H51,9
354,66,9,H57,H56,10
356,2,9,H62,H61,11
390,34,9,H67,H66,12
397,7,9,H72,H71,13
486,89,9,H77,H76,14
510,24,9,H87,H86,15
511,1,9,H97,H96,16
