P_prefix,amount,day,payee,payer,step
88,88,1,H3,H2,1
241,153,1,H8,H7,2
321,80,1,H13,H12,3
428,107,1,H18,H17,4
586,158,1,H23,H22,5
722,136,1,H28,H27,6
762,40,1,H33,H32,7
845,83,1,H38,H37,8
932,87,1,H43,H42,9
989,57,1,H48,H47,10
1118,129,1,H53,H52,11
1216,98,1,H58,H57,12
1279,63,1,H63,H62,13
1447,168,1,H68,H67,14
1597,150,1,H73,H72,15
1709,112,1,H78,H77,16
1807,98,1,H83,H82,17
1899,92,1,H88,H87,18
2008,109,1,H93,H92,19
2126,118,1,H98,H97,20
95,95,3,H6,H5,1
160,65,3,H11,H10,2
246,86,3,H16,H15,3
405,159,3,H21,H20,4
481,76,3,H26,H25,5
557,76,3,H31,H30,6
620,63,3,H41,H40,7
698,78,3,H46,H45,8
798,100,3,H51,H50,9
835,37,3,H56,H55,10
884,49,3,H61,H60,11
991,107,3,H66,H65,12
1062,71,3,H71,H70,13
1203,141,3,H76,H75,14
1321,118,3,H81,H80,15
1441,120,3,H86,H85,16
1608,167,3,H91,H90,17
1690,82,3,H96,H95,18
1778,88,3,H1,H100,19
74,74,5,H4,H3,1
162,88,5,H9,H8,2
298,136,5,H14,H13,3
374,76,5,H19,H18,4
442,68,5,H24,H23,5
478,36,5,H29,H28,6
547,69,5,H34,H33,7
603,56,5,H39,H38,8
698,95,5,H44,H43,9
803,105,5,H49,H48,10
870,67,5,H54,H53,11
1003,133,5,H59,H58,12
1071,68,5,H64,H63,13
1208,137,5,H69,H68,14
1268,60,5,H74,H73,15
1396,128,5,H79,H78,16
1507,111,5,H84,H83,17
1617,110,5,H89,H88,18
1757,140,5,H94,H93,19
1844,87,5,H99,H98,20
44,44,7,H2,H1,1
99,55,7,H7,H6,2
179,80,7,H12,H11,3
274,95,7,H17,H16,4
355,81,7,H22,H21,5
416,61,7,H27,H26,6
582,166,7,H32,H31,7
781,199,7,H37,H36,8
807,26,7,H42,H41,9
896,89,7,H47,H46,10
985,89,7,H52,H51,11
1062,77,7,H57,H56,12
1181,119,7,H62,H61,13
1244,63,7,H67,H66,14
1314,70,7,H72,H71,15
1403,89,7,H77,H76,16
1502,99,7,H82,H81,17
1687,185,7,H87,H86,18
1786,99,7,H92,H91,19
1867,81,7,H97,H96,20
43,43,9,H5,H4,1
214,171,9,H10,H9,2
321,107,9,H15,H14,3
436,115,9,H20,H19,4
472,36,9,H25,H24,5
524,52,9,H30,H29,6
667,143,9,H35,H34,7
821,154,9,H40,H39,8
897,76,9,H45,H44,9
1016,119,9,H50,H49,10
1087,71,9,H55,H54,11
1150,63,9,H60,H59,12
1205,55,9,H65,H64,13
1367,162,9,H70,H69,14
1486,119,9,H75,H74,15
1549,63,9,H80,H79,16
1706,157,9,H85,H84,17
1904,198,9,H90,H89,18
1989,85,9,H95,H94,19
2119,130,9,H100,H99,20
