P_prefix,amount,day,payee,payer,step
147,147,1,H3,H2,1
362,215,1,H8,H7,2
395,33,1,H13,H12,3
417,22,1,H18,H17,4
446,29,1,H23,H22,5
453,7,1,H28,H27,6
688,235,1,H33,H32,7
690,2,1,H38,H37,8
939,249,1,H48,H47,9
1049,110,1,H63,H62,10
1050,1,1,H68,H67,11
1291,241,1,H73,H72,12
1393,102,1,H78,H77,13
1586,193,1,H83,H82,14
1595,9,1,H88,H87,15
1622,27,1,H93,H92,16
1951,329,1,H98,H97,17
399,399,3,H4,H3,1
412,13,3,H9,H8,2
618,206,3,H14,H13,3
642,24,3,H19,H18,4
664,22,3,H29,H28,5
745,81,3,H34,H33,6
844,99,3,H39,H38,7
865,21,3,H44,H43,8
1232,367,3,H49,H48,9
1236,4,3,H54,H53,10
1250,14,3,H59,H58,11
1330,80,3,H64,H63,12
1344,14,3,H69,H68,13
1602,258,3,H74,H73,14
1634,32,3,H79,H78,15
1907,273,3,H84,H83,16
2116,209,3,H89,H88,17
2139,23,3,H94,H93,18
2294,155,3,H99,H98,19
168,168,5,H5,H4,1
169,1,5,H10,H9,2
263,94,5,H15,H14,3
334,71,5,H20,H19,4
470,136,5,H25,H24,5
525,55,5,H98,H29,6
527,2,5,H35,H34,7
540,13,5,H40,H39,8
669,129,5,H45,H44,9
685,16,5,H50,H49,10
687,2,5,H55,H54,11
698,11,5,H83,H59,12
756,58,5,H70,H69,13
757,1,5,H75,H74,14
959,202,5,H80,H79,15
1146,187,5,H85,H84,16
1147,1,5,H90,H89,17
1175,28,5,H95,H94,18
1259,84,5,H100,H99,19
3,3,7,H6,H5,1
10,7,7,H11,H10,2
15,5,7,H16,H15,3
18,3,7,H21,H20,4
71,53,7,H26,H25,5
176,105,7,H41,H40,6
205,29,7,H46,H45,7
206,1,7,H51,H50,8
339,133,7,H56,H55,9
450,111,7,H66,H65,10
458,8,7,H71,H70,11
477,19,7,H76,H75,12
485,8,7,H81,H80,13
486,1,7,H86,H85,14
541,55,7,H96,H95,15
814,273,7,H1,H100,16
87,87,9,H2,H1,1
100,13,9,H7,H6,2
241,141,9,H12,H11,3
249,8,9,H17,H16,4
280,31,9,H22,H21,5
450,170,9,H27,H26,6
503,53,9,H32,H31,7
542,39,9,H37,H36,8
559,17,9,H43,H41,9
682,123,9,H47,H46,10
684,2,9,H52,H51,11
751,67,9,H57,H56,12
1083,332,9,H62,H61,13
1086,3,9,H67,H66,14
1087,1,9,H72,H71,15
1234,147,9,H77,H76,16
1515,281,9,H82,H81,17
1516,1,9,H87,H86,18
1591,75,9,H92,H91,19
1675,84,9,H97,H96,20
