P_prefix,amount,day,payee,payer,step
32,32,1,H3,H2,1
187,155,1,H13,H12,2
374,187,1,H23,H22,3
493,119,1,H33,H32,4
535,42,1,H43,H42,5
606,71,1,H53,H52,6
708,102,1,H63,H62,7
790,82,1,H73,H72,8
804,14,1,H83,H82,9
882,78,1,H93,H92,10
133,133,2,H6,H5,1
216,83,2,H16,H15,2
254,38,2,H26,H25,3
329,75,2,H36,H35,4
399,70,2,H46,H45,5
451,52,2,H56,H55,6
557,106,2,H66,H65,7
681,124,2,H76,H75,8
768,87,2,H86,H85,9
139,139,3,H9,H8,1
238,99,3,H19,H18,2
356,118,3,H29,H28,3
422,66,3,H39,H38,4
435,13,3,H49,H48,5
451,16,3,H59,H58,6
570,119,3,H69,H68,7
617,47,3,H79,H78,8
811,194,3,H89,H88,9
962,151,3,H99,H98,10
49,49,4,H2,H1,1
194,145,4,H12,H11,2
251,57,4,H22,H21,3
362,111,4,H32,H31,4
529,167,4,H42,H41,5
550,21,4,H52,H51,6
629,79,4,H72,H71,7
776,147,4,H82,H81,8
830,54,4,H92,H91,9
76,76,5,H15,H14,1
275,199,5,H25,H24,2
369,94,5,H35,H34,3
425,56,5,H45,H44,4
451,26,5,H55,H54,5
476,25,5,H65,H64,6
603,127,5,H75,H74,7
664,61,5,H85,H84,8
682,18,5,H95,H94,9
53,53,6,H8,H7,1
107,54,6,H18,H17,2
173,66,6,H28,H27,3
264,91,6,H38,H37,4
353,89,6,H48,H47,5
397,44,6,H58,H57,6
505,108,6,H68,H67,7
614,109,6,H88,H87,8
709,95,6,H98,H97,9
127,127,7,H11,H10,1
252,125,7,H21,H20,2
277,25,7,H31,H30,3
388,111,7,H41,H40,4
430,42,7,H51,H50,5
503,73,7,H71,H70,6
563,60,7,H81,H80,7
636,73,7,H91,H90,8
717,81,7,H1,H100,9
47,47,8,H4,H3,1
137,90,8,H14,H13,2
235,98,8,H24,H23,3
288,53,8,H34,H33,4
337,49,8,H44,H43,5
368,31,8,H54,H53,6
391,23,8,H64,H63,7
536,145,8,H74,H73,8
667,131,8,H84,H83,9
700,33,8,H94,H93,10
119,119,9,H7,H6,1
391,272,9,H17,H16,2
427,36,9,H27,H26,3
485,58,9,H37,H36,4
653,168,9,H47,H46,5
815,162,9,H67,H66,6
872,57,9,H77,H76,7
962,90,9,H87,H86,8
1044,82,9,H97,H96,9
93,93,10,H10,H9,1
153,60,10,H20,H19,2
354,201,10,H30,H29,3
524,170,10,H40,H39,4
713,189,10,H50,H49,5
745,32,10,H60,H59,6
915,170,10,H70,H69,7
950,35,10,H80,H79,8
998,48,10,H90,H89,9
1054,56,10,H100,H99,10
